Id,Title,StaringActorId,StaringActor,ActorAgeGapId,AgeGapDefinition,WriterId,Writer,Genres,GenreId,NumberOfVotes,Rating,Success
4686,Tropic Thunder,12378,Ben Stiller,3,40s,821039,Justin Theroux,Action,15,344519,7.0,0
4687,Salt,12005,Angelina Jolie,4,30s,900578,Kurt Wimmer,Action,15,272279,6.4,0
4688,Game of Thrones,3486169,Emilia Clarke,5,20s,1299250,David Benioff,Action,15,1379058,9.5,1
4689,Source Code,351402,Jake Gyllenhaal,4,30s,1755949,Ben Ripley,Mystery,8,440508,7.5,1
4690,Black Swan,12667,Natalie Portman,5,20s,2198011,Mark Heyman,Drama,1,629904,8.0,1
4691,Green Zone,12817,Matt Damon,4,30s,11942,Brian Helgeland,Action,15,120475,6.8,0
4692,The Amazing Spider-Man,2058216,Andrew Garfield,5,20s,850257,James Vanderbilt,Action,15,511463,7.0,0
4693,The Happening,12705,Mark Wahlberg,4,30s,751620,M. Night Shyamalan,Mystery,8,181364,5.0,0
4694,The Mummy: Tomb of the Dragon Emperor,12872,Brendan Fraser,4,30s,324948,Alfred Gough,Action,15,136519,5.2,0
4695,Planet Earth,12707,Sigourney Weaver,2,50s,47514,David Attenborough,Documentary,22,139050,9.4,1
4696,Mamma Mia!,13121,Meryl Streep,2,50s,421191,Catherine Johnson,Comedy,3,183705,6.4,0
4697,Star Trek,1665481,Chris Pine,5,20s,622618,Roberto Orci,Action,15,549573,8.0,1
4698,Forgetting Sarah Marshall,68452,Kristen Bell,5,20s,753194,Jason Segel,Comedy,3,242713,7.2,0
4699,The Incredible Hulk,12174,Edward Norton,4,30s,649675,Zak Penn,Action,15,382084,6.8,0
4700,Clash of the Titans,898888,Sam Worthington,4,30s,2113319,Travis Beacham,Action,15,251234,5.8,0
4701,Thor,1350305,Chris Hemsworth,5,20s,960189,Ashley Miller,Action,15,645167,7.0,0
4702,Warcraft,1554048,Travis Fimmel,4,30s,471877,Charles Leavitt,Action,15,218824,6.9,0
4703,It's Kind of a Funny Story,1648525,Keir Gilchrist,6,teenager,1517266,Anna Boden,Comedy,3,123155,7.1,0
4704,Mad Men,350598,Jon Hamm,4,30s,2071605,Matthew Weiner,Drama,1,173181,8.6,1
4705,Dexter,340945,Michael C. Hall,4,30s,2463989,Jeff Lindsay,Crime,14,581642,8.7,1
4706,Drive,324317,Ryan Gosling,4,30s,35413,Hossein Amini,Crime,14,506578,7.8,1
4707,The Princess and the Frog,715313,Anika Noni Rose,4,30s,166564,Ron Clements,Adventure,10,105340,7.1,0
4708,In Bruges,268626,Colin Farrell,4,30s,1848661,Martin McDonagh,Comedy,3,352923,7.9,1
4709,Mr. Brooks,12589,Kevin Costner,2,50s,267572,Bruce A. Evans,Crime,14,134467,7.3,1
4710,Atonement,456074,Keira Knightley,5,20s,550093,Ian McEwan,Drama,1,222103,7.8,1
4711,Dallas Buyers Club,12653,Matthew McConaughey,3,40s,1228403,Craig Borten,Biography,17,390101,8.0,1
4712,Jack Reacher,12592,Tom Cruise,3,40s,1802564,Lee Child,Action,15,276580,7.0,0
4713,R.I.P.D.,17387,Ryan Reynolds,4,30s,24249,Phil Hay,Action,15,106220,5.6,0
4714,Lars and the Real Girl,324317,Ryan Gosling,5,20s,1444727,Nancy Oliver,Comedy,3,128646,7.3,1
4715,Angels & Demons,12621,Tom Hanks,2,50s,447720,David Koepp,Mystery,8,245978,6.7,0
4716,The Danish Girl,1663698,Eddie Redmayne,4,30s,2349588,David Ebershoff,Biography,17,138600,7.1,0
4717,The Man from Earth,782116,David Lee Smith,3,40s,20428,Jerome Bixby,Drama,1,156327,7.9,1
4718,AVPR: Aliens vs Predator - Requiem,55695,Reiko Aylesworth,4,30s,18761,Shane Salerno,Action,15,106375,4.7,0
4719,Love & Other Drugs,351402,Jake Gyllenhaal,5,20s,1114934,Charles Randolph,Comedy,3,163363,6.7,0
4720,Into the Wild,359671,Emile Hirsch,5,20s,13039,Sean Penn,Adventure,10,510683,8.1,1
4721,Body of Lies,12601,Leonardo DiCaprio,4,30s,1368791,William Monahan,Action,15,195180,7.1,0
4722,I Now Pronounce You Chuck & Larry,11795,Adam Sandler,3,40s,263159,Barry Fanaro,Comedy,3,131171,6.0,0
4723,Brothers,351402,Jake Gyllenhaal,5,20s,1299250,David Benioff,Drama,1,100577,7.1,0
4724,American Gangster,12706,Denzel Washington,2,50s,13406,Steven Zaillian,Biography,17,358510,7.8,1
4725,Eastern Promises,873249,Naomi Watts,4,30s,1328584,Steven Knight,Crime,14,210142,7.7,1
4726,Man of Steel,158251,Henry Cavill,5,20s,318729,David S. Goyer,Action,15,627987,7.1,0
4727,Heroes,165315,Jack Coleman,3,40s,293870,Rob Fresco,Drama,1,215752,7.6,1
4728,Percy Jackson & the Olympians: The Lightning Thief,495357,Logan Lerman,6,teenager,815821,Craig Titley,Adventure,10,161182,5.9,0
4729,Seven Pounds,12689,Will Smith,4,30s,1619053,Grant Nieporte,Drama,1,262183,7.6,1
4730,Antichrist,12816,Willem Dafoe,2,50s,13418,Lars von Trier,Drama,1,102992,6.6,0
4731,Hotel Transylvania,11795,Adam Sandler,3,40s,79051,Peter Baynham,Animation,11,198020,7.1,0
4732,The Darjeeling Limited,17598,Owen Wilson,4,30s,44681,Wes Anderson,Adventure,10,160827,7.2,0
4733,Step Brothers,13604,Will Ferrell,3,40s,13604,Will Ferrell,Comedy,3,239938,6.9,0
4734,The Town,12718,Ben Affleck,4,30s,187557,Peter Craig,Crime,14,315199,7.6,1
4735,The Kids Are All Right,13368,Annette Bening,2,50s,159223,Lisa Cholodenko,Comedy,3,119209,7.0,0
4736,True Blood,12197,Anna Paquin,5,20s,56816,Alan Ball,Drama,1,216386,7.9,1
4737,Cloudy with a Chance of Meatballs,272461,Anna Faris,4,30s,503794,Phil Lord,Action,15,179571,7.0,0
4738,The Avengers,12838,Robert Downey Jr.,3,40s,890799,Joss Whedon,Action,15,1134656,8.1,1
4739,Gake no ue no Ponyo,11553,Cate Blanchett,4,30s,557781,Hayao Miyazaki,Adventure,10,103345,7.7,1
4740,Death Note: Desu nÃ´to,1628475,Mamoru Miyano,5,20s,2079468,Gracie P. Aylward,Animation,11,169854,9.0,1
4741,The Blind Side,2504289,Quinton Aaron,5,20s,349353,John Lee Hancock,Biography,17,258812,7.7,1
4742,Robin Hood,12591,Russell Crowe,3,40s,11942,Brian Helgeland,Action,15,234826,6.7,0
4743,She's Out of My League,70506,Jay Baruchel,5,20s,2001359,Sean Anders,Comedy,3,114240,6.4,0
4744,The Book Thief,4383854,Sophie NÃ©lisse,6,teenager,2363947,Markus Zusak,Drama,1,116214,7.6,1
4745,Interstellar,12653,Matthew McConaughey,3,40s,618724,Jonathan Nolan,Adventure,10,1232095,8.6,1
4746,World War Z,12556,Brad Pitt,3,40s,2099760,Matthew Michael Carnahan,Action,15,537784,7.0,0
4747,Valentine's Day,12673,Julia Roberts,3,40s,290649,Katherine Fugate,Comedy,3,104643,5.7,0
4748,Marley & Me,17598,Owen Wilson,4,30s,280697,Scott Frank,Comedy,3,132629,7.1,0
4749,Priest,94480,Paul Bettany,4,30s,2373063,Cory Goodman,Action,15,106267,5.7,0
4750,Shooter,12705,Mark Wahlberg,4,30s,483607,Jonathan Lemkin,Action,15,285639,7.2,0
4751,Changeling,12005,Angelina Jolie,4,30s,780406,J. Michael Straczynski,Biography,17,219220,7.8,1
4752,The Bucket List,12660,Jack Nicholson,1,+60s,912758,Justin Zackham,Adventure,10,209038,7.4,1
4753,Dracula Untold,1941837,Luke Evans,4,30s,2049734,Matt Sazama,Action,15,160835,6.3,0
4754,Superbad,155592,Michael Cera,6,teenager,1818099,Evan Goldberg,Comedy,3,471870,7.6,1
4755,Quantum of Solace,187404,Daniel Craig,4,30s,337900,Paul Haggis,Action,15,369424,6.6,0
4756,Godzilla,1296363,Aaron Taylor-Johnson,5,20s,1582256,Max Borenstein,Action,15,338475,6.4,0
4757,"Definitely, Maybe",17387,Ryan Reynolds,4,30s,114541,Adam Brooks,Comedy,3,142831,7.2,0
4758,Underworld: Rise of the Lycans,571203,Rhona Mitra,4,30s,527517,Danny McBride,Action,15,138987,6.6,0
4759,Revolutionary Road,12601,Leonardo DiCaprio,4,30s,1427316,Justin Haythe,Drama,1,173193,7.3,1
4760,You Don't Mess with the Zohan,11795,Adam Sandler,3,40s,11795,Adam Sandler,Comedy,3,173595,5.5,0
4761,Once,350103,Glen Hansard,4,30s,141851,John Carney,Drama,1,103315,7.9,1
4762,Pineapple Express,691617,Seth Rogen,5,20s,691617,Seth Rogen,Action,15,286096,7.0,0
4763,WALLÂ·E,120490,Ben Burtt,2,50s,18512,Andrew Stanton,Adventure,10,873394,8.4,1
4764,The Boy in the Striped Pyjamas,2676423,Asa Butterfield,6,teenager,2521634,John Boyne,Drama,1,162790,7.8,1
4765,Doubt,13121,Meryl Streep,2,50s,759572,John Patrick Shanley,Drama,1,111258,7.5,1
4766,The Legend of Tarzan,20138,Alexander SkarsgÃ¥rd,4,30s,3076026,Adam Cozad,Action,15,144268,6.3,0
4767,Harry Potter and the Deathly Hallows: Part 1,669648,Daniel Radcliffe,5,20s,715921,J.K. Rowling,Adventure,10,405984,7.7,1
4768,Chuck,1329717,Zachary Levi,5,20s,1907430,Chris Fedak,Action,15,118275,8.2,1
4769,Taken,13016,Liam Neeson,2,50s,12571,Luc Besson,Action,15,529223,7.8,1
4770,The Last Airbender,3194682,Noah Ringer,6,teenager,751620,M. Night Shyamalan,Action,15,134306,4.1,0
4771,The Sorcerer's Apprentice,12578,Nicolas Cage,3,40s,444337,Lawrence Konner,Action,15,140609,6.1,0
4772,Silver Linings Playbook,188089,Bradley Cooper,4,30s,724048,David O. Russell,Comedy,3,606064,7.7,1
4773,G.I. Joe: The Rise of Cobra,13061,Dennis Quaid,2,50s,74911,Stuart Beattie,Action,15,188772,5.8,0
4774,Up,13262,Edward Asner,1,+60s,221813,Pete Docter,Adventure,10,813070,8.3,1
4775,The Imaginarium of Doctor Parnassus,12230,Christopher Plummer,1,+60s,12879,Terry Gilliam,Adventure,10,136620,6.8,0
4776,Life as We Know It,11941,Katherine Heigl,4,30s,222606,Ian Deitchman,Comedy,3,109924,6.6,0
4777,Transformers: Revenge of the Fallen,456895,Shia LaBeouf,5,20s,461911,Ehren Kruger,Action,15,357226,6.0,0
4778,Invictus,12614,Morgan Freeman,1,+60s,632808,Anthony Peckham,Biography,17,138210,7.3,1
4779,The Invention of Lying,313041,Ricky Gervais,3,40s,313041,Ricky Gervais,Comedy,3,104477,6.4,0
4780,Eagle Eye,456895,Shia LaBeouf,5,20s,1853083,John Glenn,Action,15,164316,6.6,0
4781,Cloverfield,1235441,Mike Vogel,5,20s,1374598,Drew Goddard,Action,15,343694,7.0,0
4782,Boyhood,1468137,Ellar Coltrane,6,teenager,12963,Richard Linklater,Drama,1,309294,7.9,1
4783,The Mist,17085,Thomas Jane,4,30s,11708,Frank Darabont,Horror,18,254352,7.2,0
4784,Burn After Reading,12556,Brad Pitt,3,40s,11658,Joel Coen,Comedy,3,280020,7.0,0
4785,The Hurt Locker,688641,Jeremy Renner,4,30s,1803111,Mark Boal,Drama,1,382321,7.6,1
4786,BrÃ¼no,65124,Sacha Baron Cohen,4,30s,65124,Sacha Baron Cohen,Comedy,3,131914,5.8,0
4787,Saw IV,68655,Tobin Bell,1,+60s,1854542,Patrick Melton,Horror,18,128052,5.9,0
4788,How to Train Your Dragon,70506,Jay Baruchel,5,20s,212373,William Davies,Action,15,585619,8.1,1
4789,Monsters vs. Aliens,13165,Reese Witherspoon,4,30s,273691,Maya Forbes,Action,15,131893,6.5,0
4790,Shrek Forever After,12659,Mike Myers,3,40s,789741,William Steig,Adventure,10,161225,6.3,0
4791,The Big Bang Theory,285824,Johnny Galecki,4,30s,504418,Chuck Lorre,Comedy,3,620014,8.2,1
4792,The Road,12161,Viggo Mortensen,2,50s,538491,Cormac McCarthy,Adventure,10,202272,7.3,1
4793,The Hobbit: An Unexpected Journey,296927,Martin Freeman,3,40s,868780,Fran Walsh,Adventure,10,706063,7.9,1
4794,Breaking Bad,185812,Bryan Cranston,2,50s,321982,Vince Gilligan,Crime,14,1135820,9.5,1
4795,Californication,12604,David Duchovny,3,40s,1295997,Tom Kapinos,Comedy,3,160736,8.3,1
4796,The Thing,897735,Mary Elizabeth Winstead,5,20s,2203639,Eric Heisserer,Horror,18,108928,6.2,0
4797,Sex and the City,13035,Sarah Jessica Parker,3,40s,439429,Michael Patrick King,Comedy,3,108135,5.6,0
4798,He's Just Not That Into You,322654,Ginnifer Goodwin,4,30s,434219,Abby Kohn,Comedy,3,146676,6.4,0
4799,Megamind,13604,Will Ferrell,3,40s,741131,Alan Schoolcraft,Action,15,201297,7.3,1
4800,Zack and Miri Make a Porno,691617,Seth Rogen,5,20s,20845,Kevin Smith,Comedy,3,162608,6.6,0
4801,Slumdog Millionaire,2413216,Dev Patel,6,teenager,75202,Simon Beaufoy,Drama,1,728298,8.0,1
4802,Knight and Day,12592,Tom Cruise,3,40s,610129,Patrick O'Neill,Action,15,166480,6.3,0
4803,Fast & Furious,16911,Vin Diesel,3,40s,582023,Chris Morgan,Action,15,235785,6.6,0
4804,Milk,13039,Sean Penn,3,40s,99471,Dustin Lance Black,Biography,17,152743,7.6,1
4805,Alice in Wonderland,2092308,Mia Wasikowska,5,20s,898462,Linda Woolverton,Adventure,10,349269,6.5,0
4806,A Serious Man,805086,Michael Stuhlbarg,3,40s,11658,Joel Coen,Comedy,3,118093,7.0,0
4807,(500) Days of Summer,223910,Zooey Deschanel,5,20s,2414355,Scott Neustadter,Comedy,3,430527,7.7,1
4808,Argo,12718,Ben Affleck,4,30s,19211,Chris Terrio,Biography,17,522028,7.7,1
4809,Death Proof,13084,Kurt Russell,2,50s,12696,Quentin Tarantino,Action,15,237469,7.0,0
4810,Hachi: A Dog's Tale,12615,Richard Gere,2,50s,2202367,Stephen P. Lindsey,Drama,1,213773,8.1,1
4811,Water for Elephants,1660523,Robert Pattinson,5,20s,459674,Richard LaGravenese,Drama,1,104114,6.9,0
4812,Yes Man,12583,Jim Carrey,3,40s,780846,Nicholas Stoller,Comedy,3,303699,6.8,0
4813,Ghost Rider: Spirit of Vengeance,12578,Nicolas Cage,3,40s,937793,Scott M. Gimple,Action,15,100799,4.3,0
4814,Skyfall,187404,Daniel Craig,3,40s,662276,Neal Purvis,Action,15,580330,7.8,1
4815,Planet Terror,12998,Rose McGowan,4,30s,12279,Robert Rodriguez,Action,15,184820,7.1,0
4816,Dark Shadows,12599,Johnny Depp,3,40s,322906,Seth Grahame-Smith,Comedy,3,224150,6.2,0
4817,Night at the Museum: Battle of the Smithsonian,12378,Ben Stiller,3,40s,303243,Robert Ben Garant,Adventure,10,154625,6.0,0
4818,Ice Age: Dawn of the Dinosaurs,17416,Ray Romano,2,50s,14880,Peter Ackerman,Action,15,195783,7.0,0
4819,Blended,11795,Adam Sandler,3,40s,542963,Ivan Menchell,Comedy,3,103153,6.5,0
4820,Lone Survivor,12705,Mark Wahlberg,3,40s,13378,Peter Berg,Action,15,240060,7.5,1
4821,Adventureland,257728,Jesse Eisenberg,5,20s,584934,Greg Mottola,Comedy,3,144720,6.8,0
4822,Paul,653264,Simon Pegg,3,40s,653264,Simon Pegg,Adventure,10,215557,7.0,0
4823,Twilight,797792,Kristen Stewart,6,teenager,713656,Melissa Rosenberg,Drama,1,383723,5.2,0
4824,Foxcatcher,148692,Steve Carell,2,50s,290402,E. Max Frye,Biography,17,123415,7.0,0
4825,The Fighter,12705,Mark Wahlberg,4,30s,763031,Scott Silver,Biography,17,309164,7.8,1
4826,Hugo,2676423,Asa Butterfield,6,teenager,493671,John Logan,Adventure,10,278295,7.5,1
4827,The Day the Earth Stood Still,12669,Keanu Reeves,3,40s,720493,David Scarpa,Drama,1,152840,5.5,0
4828,Justice League,12718,Ben Affleck,3,40s,19211,Chris Terrio,Action,15,295899,6.5,0
4829,17 Again,1549370,Zac Efron,5,20s,266244,Jason Filardi,Comedy,3,163092,6.4,0
4830,The Reader,13164,Kate Winslet,4,30s,13907,David Hare,Drama,1,213388,7.6,1
4831,Mary and Max,11661,Toni Collette,4,30s,244055,Adam Elliot,Animation,11,146534,8.1,1
4832,Sucker Punch,113022,Emily Browning,5,20s,766203,Zack Snyder,Action,15,214953,6.1,0
4833,Boardwalk Empire,12577,Steve Buscemi,2,50s,2601944,Nelson Johnson,Crime,14,155610,8.6,1
4834,The Chronicles of Narnia: The Voyage of the Dawn Treader,1753222,Ben Barnes,5,20s,1497337,Christopher Markus,Adventure,10,124499,6.3,0
4835,The Adventures of Tintin,68375,Jamie Bell,5,20s,369150,HergÃ©,Action,15,198109,7.3,1
4836,Machete,12407,Danny Trejo,1,+60s,12279,Robert Rodriguez,Action,15,179354,6.6,0
4837,Valkyrie,12592,Tom Cruise,3,40s,20390,Christopher McQuarrie,Drama,1,208841,7.1,0
4838,Surrogates,12709,Bruce Willis,2,50s,256063,Michael Ferris,Action,15,161393,6.3,0
4839,Taare Zameen Par,2623875,Darsheel Safary,6,teenager,1427272,Amole Gupte,Drama,1,132425,8.4,1
4840,Sherlock Holmes,12838,Robert Downey Jr.,3,40s,3406264,Michael Robert Johnson,Action,15,536670,7.6,1
4841,27 Dresses,11941,Katherine Heigl,5,20s,116049,Aline Brosh McKenna,Comedy,3,140975,6.1,0
4842,Dear John,1621441,Channing Tatum,5,20s,2073088,Jamie Linden,Drama,1,124345,6.3,0
4843,The Green Hornet,691617,Seth Rogen,5,20s,691617,Seth Rogen,Action,15,146580,5.8,0
4844,Hanna,1663711,Saoirse Ronan,6,teenager,2640279,Seth Lochhead,Action,15,174157,6.8,0
4845,The Wolf of Wall Street,12601,Leonardo DiCaprio,4,30s,1011731,Terence Winter,Biography,17,989893,8.2,1
4846,Fast Five,16911,Vin Diesel,3,40s,582023,Chris Morgan,Action,15,322056,7.3,1
4847,This Means War,13165,Reese Witherspoon,4,30s,12714,Timothy Dowling,Action,15,164546,6.3,0
4848,The Big Short,12751,Christian Bale,3,40s,1114934,Charles Randolph,Biography,17,292116,7.8,1
4849,The Woman in Black,669648,Daniel Radcliffe,5,20s,359849,Susan Hill,Drama,1,162086,6.4,0
4850,Contagion,12817,Matt Damon,3,40s,2108276,Scott Z. Burns,Drama,1,197875,6.6,0
4851,Safe House,12706,Denzel Washington,2,50s,1765066,David Guggenheim,Action,15,187643,6.8,0
4852,The Drop,358028,Tom Hardy,4,30s,1395462,Dennis Lehane,Crime,14,128909,7.1,0
4853,The Grey,13016,Liam Neeson,2,50s,141674,Joe Carnahan,Action,15,224610,6.8,0
4854,American Reunion,16792,Jason Biggs,4,30s,1549719,Jon Hurwitz,Comedy,3,188560,6.7,0
4855,Midnight in Paris,17598,Owen Wilson,3,40s,12558,Woody Allen,Comedy,3,347489,7.7,1
4856,Downton Abbey,109523,Hugh Bonneville,3,40s,263426,Julian Fellowes,Drama,1,136933,8.7,1
4857,A Good Day to Die Hard,12709,Bruce Willis,2,50s,902228,Skip Woods,Action,15,184191,5.3,0
4858,The Vow,1231315,Rachel McAdams,4,30s,434219,Abby Kohn,Drama,1,169156,6.8,0
4859,Abraham Lincoln: Vampire Hunter,867067,Benjamin Walker,5,20s,322906,Seth Grahame-Smith,Action,15,140571,5.9,0
4860,The Greatest Showman,410842,Hugh Jackman,3,40s,86187,Jenny Bicks,Biography,17,168735,7.7,1
4861,Red Riding Hood,1279830,Amanda Seyfried,5,20s,416832,David Leslie Johnson-McGoldrick,Fantasy,13,100559,5.5,0
4862,Archer,78631,H. Jon Benjamin,3,40s,922604,Adam Reed,Action,15,119112,8.7,1
4863,The Change-Up,13329,Jason Bateman,3,40s,515008,Jon Lucas,Comedy,3,151386,6.3,0
4864,Central Intelligence,416932,Dwayne Johnson,3,40s,66422,Ike Barinholtz,Action,15,128725,6.3,0
4865,The Lego Movie,666394,Chris Pratt,4,30s,503794,Phil Lord,Action,15,291863,7.8,1
4866,Underworld Awakening,12758,Kate Beckinsale,4,30s,894981,Len Wiseman,Action,15,135572,6.4,0
4867,Horrible Bosses,13329,Jason Bateman,3,40s,20096,Michael Markowitz,Comedy,3,391163,6.9,0
4868,Cloud Atlas,12621,Tom Hanks,2,50s,3243072,David Mitchell,Action,15,320259,7.5,1
4869,Inception,12601,Leonardo DiCaprio,4,30s,618669,Christopher Nolan,Action,15,1769424,8.8,1
4870,Grown Ups,11795,Adam Sandler,3,40s,11795,Adam Sandler,Comedy,3,205101,6.0,0
4871,Looper,327791,Joseph Gordon-Levitt,4,30s,413689,Rian Johnson,Action,15,488153,7.4,1
4872,Madagascar 3: Europe's Most Wanted,12378,Ben Stiller,3,40s,202308,Eric Darnell,Adventure,10,140339,6.9,0
4873,Date Night,148692,Steve Carell,3,40s,437218,Josh Klausner,Comedy,3,141628,6.3,0
4874,Easy A,1459628,Emma Stone,5,20s,1567594,Bert V. Royal,Comedy,3,320728,7.1,0
4875,Bad Teacher,12602,Cameron Diaz,4,30s,2080324,Gene Stupnitsky,Comedy,3,177420,5.6,0
4876,The Social Network,257728,Jesse Eisenberg,5,20s,779305,Aaron Sorkin,Biography,17,554839,7.7,1
4877,An Education,1782241,Carey Mulligan,5,20s,2906048,Lynn Barber,Drama,1,121464,7.3,1
4878,From Paris with Love,12700,John Travolta,2,50s,362706,Adi Hasak,Action,15,105590,6.5,0
4879,Paranormal Activity,2298010,Katie Featherston,5,20s,2380514,Oren Peli,Horror,18,204488,6.3,0
4880,10 Cloverfield Lane,12885,John Goodman,1,+60s,1262456,Josh Campbell,Drama,1,249761,7.2,0
4881,District 9,1793444,Sharlto Copley,4,30s,92897,Neill Blomkamp,Sci-Fi,2,591745,7.9,1
4882,The Ghost Writer,12654,Ewan McGregor,4,30s,345514,Robert Harris,Drama,1,146025,7.2,0
4883,LÃ¥t den rÃ¤tte komma in,2958266,KÃ¥re Hedebrant,6,teenager,479646,John Ajvide Lindqvist,Drama,1,191720,7.9,1
4884,The Ugly Truth,11941,Katherine Heigl,4,30s,2934015,Nicole Eastman,Comedy,3,185291,6.5,0
4885,Orphan,268261,Vera Farmiga,4,30s,416832,David Leslie Johnson-McGoldrick,Horror,18,170672,7.0,0
4886,Public Enemies,12751,Christian Bale,4,30s,77073,Ronan Bennett,Biography,17,256143,7.0,0
4887,"I Love You, Man",706991,Paul Rudd,4,30s,353386,John Hamburg,Comedy,3,182493,7.0,0
4888,The Karate Kid,12792,Jackie Chan,2,50s,599378,Christopher Murphey,Action,15,141952,6.2,0
4889,Zombieland,257728,Jesse Eisenberg,5,20s,1050679,Rhett Reese,Adventure,10,444421,7.7,1
4890,The Hobbit: The Desolation of Smaug,17248,Ian McKellen,1,+60s,868780,Fran Walsh,Adventure,10,552511,7.8,1
4891,Bronson,358028,Tom Hardy,4,30s,615282,Brock Norman Brock,Action,15,106476,7.1,0
4892,Moon,17413,Sam Rockwell,3,40s,1662886,Duncan Jones,Drama,1,304062,7.9,1
4893,3 Idiots,445837,Aamir Khan,3,40s,359459,Rajkumar Hirani,Comedy,3,286180,8.4,1
4894,Pandorum,13061,Dennis Quaid,2,50s,561103,Travis Milloy,Action,15,134717,6.8,0
4895,Tron,12776,Jeff Bridges,1,+60s,443584,Edward Kitsis,Action,15,290400,6.8,0
4896,The Taking of Pelham 123,12706,Denzel Washington,2,50s,11942,Brian Helgeland,Action,15,168900,6.4,0
4897,Fringe,1558000,Anna Torv,5,20s,1466631,David H. Goodman,Drama,1,202310,8.4,1
4898,The Hangover,285961,Zach Galifianakis,4,30s,515008,Jon Lucas,Comedy,3,653023,7.7,1
4899,Blue Valentine,324317,Ryan Gosling,5,20s,157273,Derek Cianfrance,Drama,1,165608,7.4,1
4900,Crank: High Voltage,17494,Jason Statham,3,40s,18863,Mark Neveldine,Action,15,128275,6.2,0
4901,The Ides of March,309746,Paul Giamatti,3,40s,12586,George Clooney,Drama,1,204899,7.1,0
4902,Sons of Anarchy,384849,Charlie Hunnam,5,20s,1355618,Kurt Sutter,Crime,14,223718,8.6,1
4903,The Wrestler,13083,Mickey Rourke,2,50s,1703187,Robert Siegel,Drama,1,273678,7.9,1
4904,Drag Me to Hell,493908,Alison Lohman,5,20s,13063,Sam Raimi,Horror,18,174110,6.6,0
4905,Transporter 3,17494,Jason Statham,3,40s,12571,Luc Besson,Action,15,143674,6.1,0
4906,Shutter Island,12601,Leonardo DiCaprio,4,30s,427861,Laeta Kalogridis,Mystery,8,966885,8.1,1
4907,Jennifer's Body,1286394,Megan Fox,5,20s,2059867,Diablo Cody,Comedy,3,104081,5.2,0
4908,MÃ¤n som hatar kvinnor,623520,Michael Nyqvist,3,40s,1244308,Nikolaj Arcel,Crime,14,193787,7.8,1
4909,Saw V,644503,Scott Patterson,3,40s,1854542,Patrick Melton,Horror,18,103918,5.8,0
4910,Green Lantern,17387,Ryan Reynolds,4,30s,85949,Greg Berlanti,Action,15,247231,5.5,0
4911,La piel que habito,12567,Antonio Banderas,2,50s,426267,Thierry Jonquet,Drama,1,119944,7.6,1
4912,The Lincoln Lawyer,12653,Matthew McConaughey,3,40s,702121,John Romano,Crime,14,192479,7.3,1
4913,2012,12594,John Cusack,3,40s,12849,Roland Emmerich,Action,15,319849,5.8,0
4914,Rango,12599,Johnny Depp,3,40s,493671,John Logan,Adventure,10,210035,7.2,0
4915,Up in the Air,12586,George Clooney,3,40s,1343610,Walter Kirn,Drama,1,295854,7.4,1
4916,The Bourne Legacy,688641,Jeremy Renner,3,40s,24619,Tony Gilroy,Action,15,262743,6.7,0
4917,The Mentalist,60374,Simon Baker,4,30s,364433,Bruno Heller,Crime,14,148330,8.1,1
4918,Law Abiding Citizen,118025,Gerard Butler,4,30s,900578,Kurt Wimmer,Crime,14,245385,7.4,1
4919,Funny People,11795,Adam Sandler,3,40s,49380,Judd Apatow,Comedy,3,107694,6.3,0
4920,Harry Potter and the Deathly Hallows: Part 2,669648,Daniel Radcliffe,5,20s,441776,Steve Kloves,Adventure,10,667130,8.1,1
4921,Last Vegas,12597,Robert De Niro,1,+60s,1702894,Dan Fogelman,Comedy,3,119274,6.6,0
4922,Gran Torino,12605,Clint Eastwood,1,+60s,1017866,Nick Schenk,Drama,1,652755,8.1,1
4923,Jack Ryan: Shadow Recruit,1665481,Chris Pine,4,30s,3076026,Adam Cozad,Action,15,111873,6.2,0
4924,The Tourist,12599,Johnny Depp,3,40s,20922,Florian Henckel von Donnersmarck,Action,15,201570,6.0,0
4925,This Is the End,270910,James Franco,4,30s,691617,Seth Rogen,Comedy,3,352292,6.6,0
4926,RED,12709,Bruce Willis,2,50s,386567,Jon Hoeber,Action,15,266228,7.1,0
4927,Kick-Ass,1296363,Aaron Taylor-Johnson,6,teenager,918059,Jane Goldman,Action,15,486882,7.6,1
4928,300: Rise of an Empire,785932,Sullivan Stapleton,4,30s,766203,Zack Snyder,Action,15,256073,6.2,0
4929,Immortals,158251,Henry Cavill,5,20s,638125,Charley Parlapanides,Action,15,150526,6.0,0
4930,The Cabin in the Woods,1561707,Kristen Connolly,4,30s,890799,Joss Whedon,Comedy,3,328055,7.0,0
4931,The Twilight Saga: New Moon,797792,Kristen Stewart,6,teenager,713656,Melissa Rosenberg,Adventure,10,242925,4.7,0
4932,Scream 4,12580,Neve Campbell,4,30s,882531,Kevin Williamson,Horror,18,116384,6.2,0
4933,Parks and Recreation,659025,Amy Poehler,4,30s,208294,Greg Daniels,Comedy,3,165293,8.6,1
4934,Hercules,416932,Dwayne Johnson,3,40s,2939864,Ryan J. Condal,Action,15,134521,6.0,0
4935,Venom,358028,Tom Hardy,3,40s,650150,Jeff Pinkner,Action,15,144464,7.0,0
4936,X: First Class,527448,James McAvoy,4,30s,960189,Ashley Miller,Action,15,591820,7.7,1
